cds14,school_name,county,students_per_grade,charter
10623641034990,Parlier High,Fresno,225.0,0
10623641035005,San Joaquin Valley Charter,Fresno,25.0,
10623800124982,Ambassador Phillip V. Sanchez,Fresno,12.0,
10623800136499,Ambassador Phillip V. Sanchez II Public Charter,Fresno,20.0,1
10623800136754,California Academy of Sports Science Fresno,Fresno,15.0,
10624140141291,Sanger West High,Fresno,360.0,0
10624141030105,School 10624141030105,,,
10624141030451,Taft High,Fresno,24.0,0
10624141030766,Hallmark Charter,Fresno,42.0,
10624141030824,Pathways,Fresno,1.0,0
10624141036086,"Kings River High, Cont.",Fresno,52.0,0
10624141036094,Sanger High,Fresno,606.0,0
10624301030758,Selma Independent,Fresno,35.0,0
10624301036607,Heartland High (Continuation),Fresno,19.0,0
10624301036615,School 10624301036615,,,
10624301036672,Selma High,Fresno,430.0,0
10625210000001,Washington Union High Programs,Fresno,,
10625210108993,Easton Community Day (Fresno) [1],Fresno,3.0,
10625210122473,Elm High (Fresno) [1],Fresno,87.0,
10625211038298,Easton Continuation High (Fresno) [1],Fresno,6.0,
10625211038306,Washington High (Fresno) [1],Fresno,236.0,
10625391030881,Rosalyn Charter,Fresno,11.0,
10625396112387,West Park Charter Academy,Fresno,68.0,1
10625470120535,Crescent View South Charter,Fresno,16.0,
10625470127159,Opps For Learning - Fresno,Fresno,6.0,
10625470135103,Yosemite Valley Charter,Fresno,62.0,1
10625470136523,Crescent View South II,Fresno,61.0,1
10738090123950,Firebaugh Comm Day,Fresno,,0
10738091030121,Firebaugh High,Fresno,168.0,0
10738091030147,El Puente High,Fresno,10.0,0
10738091030691,Firebaugh Community Day,Fresno,1.0,
10739650000001,District Students in NPS (Fresno) [4],Fresno,,0
10739650114751,Pathway Community Day,Fresno,3.0,0
10739650140269,School 10739650140269,,56.0,0
10739650140509,Justin Garza High,Fresno,524.0,0
10739651030386,Central Unif. Alter/Opp,Fresno,84.0,0
10739651030402,School 10739651030402,,,
10739651030626,Central High East Campus,Fresno,435.0,0
10739651030790,Central High (Fresno),Fresno,245.0,0
10739651035112,Pershing Continuation High,Fresno,64.0,0
10739990141036,School 10739990141036,,76.0,0
10739991030576,School 10739991030576,,,
10739991030741,Kerman Community Day,Fresno,1.0,
10739991033422,Enterprise High (Fresno),Fresno,21.0,0
10739991033430,Kerman High,Fresno,373.0,0
10751270109991,Crescent View West Charter (Fresno) [2],Fresno,60.0,
10751271030261,Mendota Continuation High,Fresno,12.0,0
10751271030493,Mendota High,Fresno,266.0,0
10751271030725,Mendota Community Day,Fresno,1.0,0
10752340000001,District Students in NPS (Fresno) [5],Fresno,,0
10752340115360,Golden Plains Community Day,Fresno,2.0,
10752341030352,Rio Del Rey High (Continuatio,Fresno,9.0,0
10752341037456,Tranquillity High,Fresno,92.0,0
10752751030139,Sandy Bluffs,Fresno,22.0,0
10752751030600,School 10752751030600,,,
10752751030709,Oak Meadow Community Day,Fresno,1.0,
10752751030808,University High (Fresno) [2],Fresno,82.0,
10752751036938,Sierra High (Fresno),Fresno,79.0,0
10752756112544,School 10752756112544,,25.0,0
10754081030253,Horizon High (Fresno),Fresno,3.0,0
10754081030832,Riverdale Community Day,Fresno,,
10754081035575,Riverdale High,Fresno,124.0,0
10755980000001,Caruthers Unified Programs,Fresno,,0
10755981030535,Caruthers High (Fresno) [2],Fresno,170.0,0
10755981030543,MARC High Cont,Fresno,2.0,0
10767780108993,Easton Community Day (Fresno) [2],Fresno,4.0,
10767780122473,Elm High (Fresno) [2],Fresno,18.0,0
10767781030774,W. E. B. DuBois Charter (Fresno) [2],Fresno,55.0,1
10767781038298,Easton Continuation High (Fresno) [2],Fresno,10.0,0
10767781038306,Washington High (Fresno) [2],Fresno,274.0,0
11101160130724,Success One!,Glenn,63.0,1
11101160130807,Conservation Corps of Long Beach Gateway Cities Ch,Glenn,67.0,
11101161130087,Glenn County Juvenile Court,Glenn,5.0,
11101161130103,Finch (William),Glenn,16.0,1
11101166077184,Glen County Special Education,Glenn,4.0,0
11625881130053,Barkley (Ella) High,Glenn,9.0,
11625881130111,Hamilton Community Day,Glenn,1.0,
11625881133701,Hamilton Union High,Glenn,74.0,
11625960139550,Lake View Charter,Glenn,29.0,1
11626461130152,Princeton High,Glenn,3.0,
11626461136209,Princeton Junior-Senior High,Glenn,15.0,0
11626531130046,"Bidwell Point High, Cont.",Glenn,2.0,0
11626531130137,Stony Creek Community Day,Glenn,,
11626531132109,Elk Creek Jr.-Sr. High,Glenn,3.0,0
11626611130038,Willows Community,Glenn,7.0,0
11626611130129,Willows High Community Day,Glenn,1.0,
11626611132851,Willows High,Glenn,107.0,0
11754811130012,"North Valley High, Cont.",Glenn,16.0,0
11754811130145,Orland Community Day,Glenn,1.0,
11754811135656,Orland High,Glenn,181.0,0
11765621130053,Ella Barkley High,Glenn,10.0,0
11765621133701,Hamilton High (Glenn),Glenn,48.0,0
12101240106153,Eel River Community,Humboldt,3.0,0
12101240106161,Eureka Community,Humboldt,3.0,0
12101240106179,Southern Humboldt Comm.,Humboldt,1.0,0
12101240106187,Hoopa Comm.,Humboldt,7.0,
12101240106195,Humboldt County Office of Edu,Humboldt,2.0,
12101240106203,Humboldt County Juvenile Hall,Humboldt,1.0,0
12101240115097,Northcoast P & P Arts Academy,Humboldt,27.0,
12101240134163,Northcoast Preparatory and Performing Arts Academy,Humboldt,26.0,1
12101240137364,Northern United - Humboldt Charter,Humboldt,27.0,1
12101241230077,Humboldt County Court,Humboldt,4.0,
12101241230184,Humboldt County,Humboldt,42.0,
12626790137653,School 12626790137653,,16.0,1
12626870107110,Six Rivers Charter High,Humboldt,27.0,1
12626870111922,American Indian Academy,Humboldt,4.0,
12626870124263,Laurel Tree Charter,Humboldt,7.0,1
12626871230044,"Pacific Coast High, Cont.",Humboldt,33.0,0
12626871230051,Tsurai High (Continuation),Humboldt,16.0,0
12626871230143,Northern Humboldt Com Day,Humboldt,2.0,
12626871230705,Arcata High,Humboldt,252.0,0
12626871235209,McKinleyville High,Humboldt,142.0,0
12626951230168,Northcoast Charter,Humboldt,19.0,
12628100108043,Strongs Creek Community Day,Humboldt,,
12628100108688,Academy of the Redwoods,Humboldt,38.0,0
12628101233352,East High (Continuation),Humboldt,44.0,0
12628101233402,Fortuna Union High,Humboldt,206.0,0
12629010118190,Two Rivers Community Day,Humboldt,1.0,
12629011230028,Captain John Continuation,Humboldt,9.0,0
12629011234004,Hoopa Valley High,Humboldt,54.0,0
12629271230150,Pacific View Charter (Humboldt),Humboldt,18.0,
12630320111203,Alder Grove Charter,Humboldt,45.0,1
12630401230010,Osprey Learning Center,Humboldt,1.0,0
12630401230069,Osprey Learning Center (Alter,Humboldt,20.0,0
12630401230176,Southern Humboldt Com Day,Humboldt,1.0,
12630401237007,South Fork Junior - Senior Hi,Humboldt,53.0,0
12753741232909,Ferndale High,Humboldt,36.0,0
12753820000001,Mattole Unified Programs,Humboldt,,
12753821230085,Mattole Triple Jct. High,Humboldt,3.0,0
12753821230135,Mattole Valley Charter,Humboldt,55.0,
12755150000000,School 12755150000000,,47.0,
12755151230101,Humboldt Bay High,Humboldt,18.0,
12755151230150,Pacific View Charter 2.0,Humboldt,14.0,1
12755151232057,Zoe Barnum High,Humboldt,43.0,0
12755151232206,Eureka Senior High,Humboldt,290.0,0
12755151275515,Home/hospital and independent study (Humboldt),Humboldt,24.0,
12755156103204,CIC Prog.,Humboldt,1.0,
13101320131094,School 13101320131094,,47.0,0
13101320134379,Imperial Pathways Charter,Imperial,202.0,1
13101321330117,Imperial County Juvenile Hall,Imperial,34.0,0
13101326069272,Imperial County Special Educa,Imperial,20.0,0
13630810000001,District Students in NPS (Imperial),Imperial,,0
13630811330141,Renaissance,Imperial,1.0,0
13630811331354,"Desert Valley High, Cont.",Imperial,111.0,0
13630811331404,Brawley High,Imperial,466.0,0
13630990000001,Calexico Unified Programs,Imperial,,
13630990112318,Enrique Camarena Jr. High,Imperial,,0
13630990118364,Calexico Community Day,Imperial,,0
13630991330158,School 13630991330158,,,
13630991332154,"Aurora High, Cont.",Imperial,66.0,0
13630991332204,Calexico High,Imperial,686.0,0
13630991363099,School 13630991363099,,,
13630996008338,De Anza 9th Grade Academy,Imperial,,
13630996111587,Moreno (William) Junior High,Imperial,,0
13631071330034,Midway High,Imperial,5.0,
13631071332501,Calipatria High,Imperial,84.0,0
13631150000001,Central Union High Programs,Imperial,,
13631150140954,School 13631150140954,,30.0,0
13631151330133,Southwest High,Imperial,462.0,0
13631151333004,Central Union High,Imperial,502.0,0
13631151333558,"Desert Oasis High, Cont.",Imperial,29.0,0
13631490125922,Freedom Acad. Imperial Valley,Imperial,5.0,0
13631491335306,Holtville High,Imperial,129.0,0
13631491337138,Webb (Sam) Continuation,Imperial,6.0,0
13631641331115,Imperial Ave Holbrook High,Imperial,2.0,0
13631641335900,Imperial High,Imperial,360.0,0
13632140120881,San Pasqual Vocational Academy,Imperial,,
13632141330018,Manes (Bill M.) High,Imperial,4.0,0
13632141337609,San Pasqual Valley High,Imperial,42.0,0
14101400117994,YouthBuild Charter School of,Inyo,147.0,1
14101400121301,YouthBuild Charter -Central,Inyo,71.0,
14101400128447,The Education Corps,Inyo,108.0,1
14101400128454,College Bridge Academy,Inyo,71.0,1
14101401430073,Jill Kinmont Boothe,Inyo,4.0,0
14101401430131,Alabama Hills Community,Inyo,2.0,
14632480120832,Bristlecone Community Day,Inyo,,
14632481430123,Eureka Dunes High,Inyo,1.0,
14632481431352,Big Pine High,Inyo,2.0,0
14632486008692,Big Pine Elementary,Inyo,,0
14632630119081,Bishop Independent Study (Inyo) [1],Inyo,9.0,
14632631430057,"Palisade Glacier High, Cont.",Inyo,20.0,
14632631430107,Bright (Keith B.) High (Inyo) [1],Inyo,3.0,
14632631431600,Bishop High,Inyo,145.0,
14632711430065,Shoshone High Cont.,Inyo,2.0,0
14632711438308,Death Valley High Academy,Inyo,4.0,0
14632890113241,Sierra Alternative Learning A,Inyo,5.0,
14632891434901,Lone Pine High,Inyo,18.0,0
14632970118893,Owens Valley Community Day,Inyo,,
14632971430107,Bright (Keith B.) High (Inyo) [2],Inyo,5.0,
14632971436203,Owens Valley High,Inyo,11.0,0
14766870119081,Bishop Independent Study (Inyo) [2],Inyo,15.0,0
14766870122671,Golden State Virtual Academy,Inyo,11.0,
14766870125047,Community Day School III,Inyo,,0
14766871430057,Palisade Glacier High (Contin,Inyo,31.0,0
14766871430107,Keith B. Bright High (Juvenil,Inyo,1.0,0
14766871431600,Bishop Union High,Inyo,152.0,0
15101570119669,Paramount Bard Academy,Kern,113.0,1
15101570135467,Wonderful Coll Prep Acad Lost Hills,Kern,22.0,1
15101571530302,Kern County Juvenile Court,Kern,153.0,0
15101571530310,Kern County Community,Kern,225.0,0
15101571530443,Community Learn. Ctr (Ch),Kern,190.0,
15101571530492,Valley Oaks Charter,Kern,72.0,1
15101576069496,Kern County Special Education,Kern,9.0,0
15634120100529,Cesar E. Chavez High,Kern,330.0,0
15634120116384,Robert F. Kennedy High,Kern,348.0,0
15634121530211,"Valencia (Ygnacio) High, Alt.",Kern,217.0,
15634121531656,Valley High (Kern),Kern,90.0,0
15634121531672,Delano High,Kern,305.0,0
15635290000001,Kern Union High Programs,Kern,,0
15635290100198,Golden Valley High (Kern),Kern,557.0,0
15635290110999,Frontier High,Kern,524.0,0
15635290116392,Independence High (Kern),Kern,581.0,0
15635290116400,Mira Monte High,Kern,512.0,0
15635290125062,Tierra Del Sol Cont High,Kern,195.0,0
15635290141101,Del Oro High (Kern),Kern,436.0,0
15635291530021,Central Valley High (Continua,Kern,62.0,0
15635291530047,Nueva Continuation High,Kern,81.0,0
15635291530112,Vista West Continuation,Kern,210.0,0
15635291530179,Phoenix Learning Center,Kern,,
15635291530252,Arvin High,Kern,663.0,0
15635291530294,Summit Continuation,Kern,15.0,
15635291530344,Stockdale High,Kern,600.0,0
15635291530369,Centennial High (Kern),Kern,553.0,0
15635291530385,Ridgeview High,Kern,644.0,0
15635291530435,Kern Workforce 2000 Academy,Kern,284.0,1
15635291530476,Liberty High (Kern),Kern,592.0,0
15635291530708,Bakersfield High,Kern,767.0,0
15635291532290,East Bakersfield High,Kern,583.0,0
15635291532605,Foothill High (Kern),Kern,511.0,0
15635291533330,Highland High (Kern),Kern,632.0,0
15635291533538,Kern Valley High,Kern,124.0,0
15635291534775,North High (Kern),Kern,534.0,0
15635291535087,Shafter High,Kern,400.0,0
15635291535392,South High (Kern),Kern,527.0,0
15635291536325,Vista High (Continuation) (Kern),Kern,182.0,0
15635291536606,West High (Kern),Kern,540.0,0
15636280127183,CAVA @ Maricopa,Kern,93.0,
15636280127209,CAVA High @ Maricopa,Kern,195.0,1
15636280134312,Blue Ridge Academy,Kern,302.0,1
15636280137687,California Virtual Academy at Maricopa,Kern,44.0,1
15636280138131,Heartland Charter,Kern,118.0,1
15636281533843,Maricopa High,Kern,18.0,0
15636286121024,California Virtual Academy @ (Kern),Kern,36.0,
15636770114512,California City High,Kern,134.0,0
15636770136259,Mojave Jr./Sr. High (Kern) [1],Kern,32.0,0
15636771530013,"Mountain View High, Cont. (Kern)",Kern,24.0,
15636771530336,Douglas,Kern,5.0,
15636771530427,School 15636771530427,,,
15636771534460,Mojave Jr./Sr. High (Kern) [2],Kern,39.0,
15636776117220,Red Rock Community Day,Kern,1.0,
15636851530286,McGowan (Robert) High (Contin,Kern,11.0,0
15636851530997,Boron Junior-Senior High,Kern,30.0,0
15636851531987,Desert Junior-Senior High,Kern,72.0,0
15637680124842,CalPac Kern,Kern,122.0,
15637760000001,District Students in NPS (Kern),Kern,,
15637761530039,"Rare Earth High, Cont.",Kern,3.0,0
15637761530377,Lincoln (Abraham) Altern.,Kern,20.0,0
15637761534957,Rosamond High,Kern,189.0,0
15638180107904,Westside Independent Study Hi,Kern,4.0,
15638181530138,"Buena Vista High, Cont.",Kern,29.0,0
15638181535905,Taft Union High,Kern,228.0,0
15638181563818,School 15638181563818,,,
15638261530245,"Monroe High, Cont.",Kern,80.0,0
15638261536135,Tehachapi High,Kern,315.0,0
15638591530351,Wasco Independence High,Kern,58.0,0
15638591536440,Wasco High,Kern,418.0,0
15737420000001,Sierra Sands Unified Programs,Kern,,0
15737420115717,Sierra Sands Community Day,Kern,2.0,
15737421530054,Mesquite Cont. High,Kern,58.0,0
15737421531367,Burroughs High (Kern),Kern,384.0,0
15739081530146,"San Joaquin High, Cont.",Kern,10.0,0
15739081530229,McFarland Independent,Kern,3.0,0
15739081534155,McFarland High,Kern,257.0,0
15751680113910,El Tejon Continuation High,Kern,1.0,
15751681530401,Frazier Mountain High,Kern,71.0,0
15751681530484,Mountain Community Charter,Kern,,
16101651630102,Montgomery J C,Kings,14.0,0
16101651630193,Kings County,Kings,21.0,
16101656069298,Kings County Special Education,Kings,21.0,0
16638750101717,Crossroads Charter,Kings,31.0,1
16638750112698,Ca Virtual Acad @ Kings,Kings,47.0,1
16638750118331,Crossroads Trade Tech Charter,Kings,16.0,
16638750121491,"Natl. Univ. Acad., Armona",Kings,73.0,
16638910110858,Corcoran Academy,Kings,2.0,0
16638910120154,CalPac CC,Kings,14.0,
16638910122820,Mission Community Day,Kings,,0
16638911630177,Corcoran Unified Community,Kings,2.0,
16638911632140,Kings Lake Education Center,Kings,35.0,0
16638911632207,Corcoran High,Kings,233.0,0
16639250118919,Sierra Pacific High,Kings,296.0,0
16639250137901,Hanford Online Charter,Kings,6.0,1
16639251630060,"Hanford High Night, Cont.",Kings,34.0,
16639251630151,Hanford Joint Union High Commu,Kings,13.0,0
16639251630169,Hanford West High,Kings,333.0,0
16639251634245,"Johnson High, Continuation",Kings,120.0,0
16639251634302,School 16639251634302,,,
16639251634401,Hanford High,Kings,374.0,0
16639580132860,Kings Valley Academy,Kings,24.0,
16639580136556,Kings Valley Academy II,Kings,142.0,1
16639820000001,District Students in NPS (Kings),Kings,,0
16639820102004,Gundacker Community Day,Kings,,
16639820110205,Lemoore Middle College High,Kings,50.0,1
16639820136234,Lemoore Online College Preparatory High,Kings,15.0,1
16639821630011,"Jamison (Donald C.) High, Cont",Kings,48.0,0
16639821630128,School 16639821630128,,,
16639821630144,Yokuts High,Kings,1.0,
16639821635606,Lemoore High,Kings,450.0,0
16739321630078,"Sunrise High, Cont.",Kings,16.0,0
16739321630110,Adelante High (Kings),Kings,3.0,
16739321630136,School 16739321630136,,,
16739321630185,Reef-Sunset Secondary Com Day,Kings,1.0,0
16739321630953,Avenal High,Kings,190.0,0
17101730107995,Clearlake Community,Lake,3.0,
17101730128231,School 17101730128231,,,0
17101731730068,Renaissance Court,Lake,4.0,
17101731730167,Lloyd Hance Community,Lake,10.0,0
17640140000001,District Students in NPS (Lake) [1],Lake,,0
17640140120774,Riviera High,Lake,1.0,
17640140138537,Kelseyville Learning Academy,Lake,7.0,0
17640141730043,Donaldson (Ed) Educ. Ctr.,Lake,6.0,0
17640141730100,Intermountain High,Lake,1.0,
17640141730159,Kelseyville Community Day,Lake,1.0,0
17640141734359,Kelseyville High,Lake,129.0,0
17640220000001,District Students in NPS (Lake) [2],Lake,,0
17640220107706,Blue Heron,Lake,,0
17640220117861,Highlands High (Lake),Lake,,
17640220132571,Konocti Education Center,Lake,15.0,
17640221730027,Carle (William C.) High (Cont,Lake,23.0,0
17640221730076,School 17640221730076,,,
17640221730118,Richard H. Lewis Alternative,Lake,9.0,0
17640221730134,Konocti Community Day,Lake,3.0,
17640221735000,Lower Lake High,Lake,242.0,0
17640226057434,Highlands Academy,Lake,,0
17640300000001,District Students in NPS (Lake) [3],Lake,,
17640300114215,Lakeport Community Day,Lake,,
17640301730019,"Natural High, Cont.",Lake,15.0,0
17640301730142,Lakeport,Lake,10.0,0
17640301732304,Clear Lake High,Lake,84.0,0
17640550129601,California Connections Academy North Bay,Lake,35.0,1
